wdr,dissim,leven
0.000855745,0.009351201,0.000546517
0.000463566,0.009814355,0.005968866
0.001342195,0.009655915,0.001866034
0.001325742,0.009492826,0.001093986
0.001182431,0.009469381,0.001140196
0.001002382,0.009492139,0.001107576
0.001343346,0.009445085,0.001522944
0.001125407,0.009467308,0.000984686
0.001368973,0.009606571,0.001537437
0.001089875,0.009465136,0.000814749
0.001173262,0.009381129,0.000901275
0.00145473,0.009307176,0.000619906
0.000857466,0.009659962,0.002164477
0.000797311,0.009716824,0.003048036
0.001840984,0.00926005,0.000532821
0.000737103,0.009435475,0.000858614
0.001703941,0.009459554,0.000846113
0.001498602,0.00939054,0.000788731
0.000817361,0.009534039,0.001362167
0.001111706,0.009525346,0.001149181
0.002799101,0.009086532,0.000319403
0.00102488,0.009555431,0.001349178
0.000689046,0.009282025,0.00051215
0.000904816,0.009239585,0.000411296
0.000747099,0.009599778,0.001445187
0.00114863,0.009499956,0.001127814
0.000712234,0.009549038,0.001466193
0.000476029,0.009795528,0.004675436
0.001111846,0.009463107,0.001057005
0.000821076,0.009712479,0.003465248
0.000672972,0.009676245,0.002620677
0.001234552,0.009319982,0.000544533
0.000931268,0.009362326,0.000861935
0.000988631,0.009426894,0.000872394
0.001301285,0.009555626,0.001574007
0.001262969,0.009526319,0.001224802
0.000695842,0.009096434,0.003651258
0.000593624,0.009705768,0.00278599
0.001277699,0.009565523,0.001617607
0.000853966,0.00970812,0.002683218
0.001167512,0.009487818,0.000973144
0.001054486,0.009477203,0.000995386
0.00094551,0.009469081,0.001023236
0.002089847,0.009646379,0.001907603
0.001336822,0.009450022,0.001052464
0.001898428,0.009391417,0.000754081
0.000659884,0.009523832,0.00182237
0.000834365,0.009418809,0.000870135
0.001288162,0.009494735,0.001547149
0.000917946,0.009354506,0.000950752
0.001104481,0.009236603,0.000758607
0.002461045,0.009114605,0.000388266
0.002509339,0.009424409,0.000906017
0.000984859,0.009699078,0.002598709
0.001478063,0.009589186,0.001716941
0.00098988,0.009664812,0.002756323
0.001156602,0.009642722,0.001601893
0.001136769,0.009439749,0.000810643
0.001963315,0.009301468,0.000512034
0.001797374,0.009444338,0.000827679
0.000900761,0.009682196,0.003408774
0.000513798,0.008012287,0.000494102
0.000840277,0.009695412,0.003095499
0.000910703,0.00943234,0.001355089
0.000972504,0.009424289,0.000782869
0.001464457,0.009669041,0.002144802
0.001943884,0.009410852,0.000720663
0.001125495,0.009679956,0.002362672
0.002107649,0.008903658,0.000662644
0.000523281,0.009633694,0.00169358
0.000780867,0.009534368,0.001101126
0.00073186,0.009439466,0.000871051
0.000696808,0.009573856,0.001622106
0.000434726,0.009749477,0.003690149
0.001740112,0.00934845,0.000952418
0.002376982,0.00887203,0.000839341
0.000805836,0.00944769,0.001307228
0.001162915,0.00942762,0.000812788
0.000539853,0.009531044,0.0013082
0.000811986,0.009498681,0.001528385
0.001078491,0.009503194,0.001410222
0.000888794,0.009257387,0.00046005
0.001412723,0.009351416,0.000879023
0.000904884,0.009606343,0.001571007
0.00159134,0.009323792,0.000538246
-0.000560894,0.003191011,0.000550062
0.002187224,0.009345822,0.000511073
0.001195017,0.009575139,0.001557973
0.001509991,0.009395861,0.001239812
0.000848922,0.009623875,0.001680374
0.000236975,0.009291163,0.000884841
0.000611169,0.009772266,0.004173691
0.000707808,0.009544219,0.001384065
0.001181526,0.009294473,0.000511858
0.000910531,0.009531858,0.00183703
0.000838129,0.00972274,0.003696846
0.000969792,0.009643298,0.002450683
0.000490478,0.009710773,0.003860479
0.001098539,0.009509874,0.001455479
0.001357612,0.009426119,0.000937222
0.000575181,0.009498897,0.001470042
0.001479697,0.00948584,0.001023899
0.001153612,0.009452663,0.00083916
0.001041938,0.009566912,0.001702564
0.000375475,0.009422891,0.000860627
0.000753778,0.009493359,0.000822379
0.001022505,0.00930251,0.0006412
0.001360561,0.009567904,0.001583558
0.000946985,0.009376027,0.000852297
0.002573893,0.008973853,0.000511756
0.001200545,0.009510231,0.001455992
0.001239917,0.009419276,0.000869477
0.00142211,0.009499499,0.002024305
0.001038822,0.009396901,0.000923721
0.000863688,0.009610462,0.002895965
0.000747659,0.009648122,0.002588528
0.000634709,0.009598784,0.001664044
0.000714561,0.009818725,0.009355001
0.001275902,0.009442938,0.00077781
0.001047093,0.009525064,0.001499627
0.00112924,0.009332121,0.000792629
0.000643158,0.009633156,0.001630876
0.001080188,0.008679176,0.000823658
0.000985915,0.009587023,0.001860503
0.00081499,0.009792686,0.004731818
0.000514072,0.009073771,0.000660234
0.00117504,0.009499251,0.001149607
0.002954468,0.009385122,0.000714556
0.001688389,0.009571289,0.001610054
0.001222994,0.009366269,0.000852855
0.001396159,0.009376009,0.000668214
0.000778233,0.009658458,0.002233084
0.001150641,0.00934751,0.000767751
0.000590293,0.0096839,0.002710049
0.000440646,0.009076898,0.000321081
0.000436093,0.009643327,0.002259326
0.00121735,0.009260281,0.000639542
0.001564262,0.009174078,0.000422659
0.001204717,0.009443842,0.000875049
0.001194424,0.009467775,0.000887177
0.000787225,0.009345676,0.00082327
0.001067799,0.009538214,0.001331781
0.000927053,0.009417051,0.000742446
0.000725721,0.009374056,0.000696985
0.000923643,0.009399417,0.000659127
0.000576733,0.009525309,0.001094877
0.00198188,0.009248506,0.000409932
0.001158549,0.00963715,0.001986978
0.001267514,0.009319044,0.000582823
0.001441306,0.009424164,0.000745892
0.001670379,0.009405315,0.000877679
0.000948915,0.009563738,0.001644178
0.000958073,0.009529777,0.001675925
0.001172017,0.009436057,0.000755614
0.000974954,0.009602983,0.001967336
0.001624263,0.009374486,0.000740752
0.000638657,0.009707988,0.003481466
0.001345328,0.009489721,0.001052246
0.001382799,0.009490752,0.001216544
0.000571749,0.00965056,0.002910382
0.000921164,0.009795181,0.006755556
0.001889054,0.009118598,0.000409893
0.000711827,0.009628711,0.001920238
0.001442134,0.009416748,0.000883894
0.001521338,0.009347663,0.00064481
0.001030725,0.009433156,0.000747456
0.001017585,0.00907922,0.000355336
0.001474325,0.009213204,0.000429941
0.001086305,0.009666944,0.002566022
0.001040931,0.009639633,0.002092735
0.001224877,0.009616544,0.002427973
0.000623338,0.009522309,0.001532513
0.000826188,0.009703268,0.0027284
0.0009617,0.009629236,0.001873188
0.000971199,0.009599627,0.001276085
0.001040396,0.009493736,0.001143156
0.000938313,0.009389559,0.00070307
0.001746943,0.009331924,0.000636488
0.002036219,0.009535601,0.001419697
0.000803601,0.00935847,0.000736964
0.000969899,0.009572514,0.001858319
0.001075538,0.009665224,0.001859134
0.0011387,0.009487271,0.001276075
0.000936219,0.009738341,0.004856143
0.001728175,0.00895522,0.002387892
0.001163498,0.009486496,0.001197107
0.000842484,0.009538621,0.001202287
0.000806574,0.009628455,0.002100404
0.001381165,0.009290004,0.00056802
0.001010303,0.009553663,0.001582305
0.001498145,0.00949805,0.001545691
0.002200173,0.009254899,0.000622837
0.001261463,0.009558367,0.001640484
0.000799276,0.009526195,0.001122268
0.00100673,0.009507818,0.001315088
0.000712127,0.009756898,0.00317826
0.001693862,0.00939335,0.000799825
0.001420186,0.00934501,0.000805803
0.002113216,0.009305177,0.000474494
0.001979908,0.009458368,0.00088102
0.001131164,0.009546949,0.001820282
0.001076397,0.009303047,0.000722227
0.001085702,0.00948054,0.001206811
0.000656419,0.009513964,0.001302697
0.000839836,0.009435262,0.001275915
0.001294544,0.009301735,0.000718278
0.000909949,0.009442471,0.001029317
0.001362914,0.009247035,0.000534636
0.000635937,0.009478633,0.000852976
0.000826586,0.009656776,0.002889129
0.000668697,0.009563275,0.001402966
0.002284721,0.009207578,0.000519761
0.000643039,0.00939452,0.001577887
0.001041366,0.009493631,0.001207896
0.001610465,0.009232487,0.000311103
0.000657225,0.009644292,0.002053447
0.001604245,0.009613761,0.001785584
0.000971813,0.009682366,0.002528515
0.002353125,0.009192175,0.000373499
0.001351926,0.009485248,0.001186183
0.000398676,0.009619385,0.001914951
0.000994293,0.009733683,0.004882431
0.001087496,0.009658783,0.002437334
0.001117853,0.009442925,0.001050848
0.00096697,0.009540871,0.001320929
0.001117953,0.009472343,0.000865087
0.000772671,0.009635931,0.001872344
0.001240558,0.009504958,0.001115013
0.001560417,0.009402163,0.000898071
0.000956261,0.009718893,0.002725321
0.000929793,0.009529141,0.001326522
0.000742244,0.009344221,0.000842564
0.001043168,0.009437453,0.001131703
0.000868492,0.009546407,0.001700566
0.00099211,0.009500967,0.000956432
0.000918067,0.009592671,0.002980014
0.000928934,0.009354849,0.000671011
0.000562197,0.009632435,0.002155634
0.000801646,0.009503541,0.001318376
0.001033541,0.009445983,0.000931068
0.000716407,0.009702611,0.003246206
0.000983273,0.00956062,0.001635367
0.001758346,0.009093963,0.000373332
0.001501101,0.009305976,0.000541161
0.001140388,0.009503177,0.000974918
0.000568017,0.009463318,0.001194914
0.00079228,0.009648378,0.001800367
0.001146298,0.009541612,0.00147459
0.001359484,0.009461957,0.000970483
0.001358008,0.009558975,0.001054939
0.001131837,0.009706069,0.002139438
0.000814629,0.009502616,0.001407308
0.000800091,0.009640117,0.002160613
0.001844281,0.009576131,0.001203459
0.000726575,0.009655063,0.002850168
0.00082662,0.009647767,0.002704419
0.000666509,0.009647164,0.002456349
0.001943998,0.009403068,0.000797952
0.001179505,0.009579512,0.00154336
0.001595913,0.009382466,0.000657119
0.001512542,0.009452307,0.000999317
0.00081316,0.009549319,0.001502861
0.001110611,0.009532773,0.001231101
0.000783947,0.009587649,0.001729236
0.000697785,0.009685131,0.002712964
0.000591777,0.009634277,0.002397267
0.000688628,0.009643788,0.002348557
0.00105751,0.009702202,0.00252504
0.000687328,0.009719615,0.003122826
0.001505326,0.009463954,0.002099495
0.001551832,0.009312059,0.000828806
0.001855729,0.009390451,0.000870528
0.00050339,0.009689392,0.003298832
0.000727809,0.009615015,0.002090058
0.0010586,0.009487233,0.001223883
0.001154411,0.009395146,0.000937749
0.001084976,0.00942521,0.000821885
0.001180043,0.00958186,0.001553214
0.000537424,0.009569322,0.002239164
0.000625266,0.009343181,0.000932198
0.000879864,0.009465438,0.000854661
0.000819825,0.009575609,0.001537774
0.00176364,0.00940138,0.000687195
0.001600604,0.009337866,0.000663624
0.001332251,0.009703119,0.007017852
0.000820367,0.0095201,0.001067382
0.000982632,0.009291759,0.00069608
0.00123541,0.009564663,0.00101261
0.002128604,0.009490189,0.001045976
0.000750878,0.009633949,0.001864243
0.000677323,0.009500454,0.001432592
0.000654722,0.009649528,0.003040964
0.002178675,0.009186158,0.000370048
0.001008489,0.00949101,0.001138078
0.000701418,0.009610352,0.001661783
0.001315356,0.009575612,0.001393575
0.000713832,0.009752118,0.003044469
0.002840143,0.007989401,0.000324366
0.000667374,0.009720531,0.002661403
0.000445122,0.009565825,0.001501138
0.000470644,0.00971243,0.002443564
0.001172721,0.009372109,0.000634363
0.001222959,0.009750742,0.004037868
0.001454423,0.009585083,0.001618433
0.00052205,0.009683189,0.003372455
0.001366592,0.00942266,0.001220701
0.001004963,0.009282078,0.000640168
0.001249425,0.009634159,0.002237927
0.000667292,0.009512602,0.001602956
0.001250511,0.009278691,0.000873113
0.001290845,0.009407398,0.000769396
0.001361765,0.009442836,0.000762371
0.001091298,0.00933618,0.000572073
0.000584431,0.009500943,0.001073174
0.000720925,0.009670164,0.002029382
0.000612618,0.009517653,0.00110724
0.000815793,0.009611569,0.001910277
0.001441859,0.009169659,0.001469743
0.000904559,0.009706057,0.002618336
0.001716602,0.009503116,0.001053673
0.000739752,0.009651751,0.003636719
0.000942584,0.009529942,0.001089287
0.001366737,0.009564184,0.001313623
0.000878468,0.009596481,0.001715218
0.001361637,0.009472116,0.001150632
0.000990109,0.009545141,0.001385299
0.000373658,0.00961474,0.001566287
0.000934478,0.009517304,0.00110697
0.000960219,0.009535282,0.001585774
0.001294736,0.009520461,0.001219614
0.001098657,0.009540402,0.001518384
0.000817736,0.009288645,0.00063897
0.000931329,0.009416658,0.000801496
0.00088652,0.00949244,0.000983059
0.000798143,0.009644936,0.00278465
0.001168009,0.00961073,0.002147183
0.000900837,0.009603915,0.001501903
0.001760932,0.009521658,0.001199396
0.001009845,0.009694101,0.003684343
0.000620655,0.009639621,0.002307197
0.001896218,0.009268879,0.000616434
0.000786102,0.009681244,0.002533598
0.00112687,0.009162598,0.00031382
0.000764883,0.009543667,0.001656288
0.000822124,0.009451651,0.000885
0.000898668,0.009433048,0.000790406
0.001214409,0.009473324,0.000635445
0.00046187,0.009585208,0.001169409
0.001264733,0.009221787,0.000433643
0.001262888,0.009609747,0.001500968
0.000707277,0.009586274,0.001607981
0.000865542,0.009658564,0.002074988
0.001723136,0.009649138,0.002615193
0.000596149,0.009418846,0.001041746
0.000695219,0.009195118,0.001999934
0.000847809,0.009547631,0.00148932
0.001231357,0.009427152,0.000893544
0.000888116,0.009443115,0.001049494
0.001350735,0.009491952,0.000932148
0.000909599,0.009359968,0.000836785
0.000810288,0.009558763,0.001872829
0.002079675,0.009249877,0.000459173
0.002042398,0.009213331,0.000904271
0.000968354,0.009486381,0.001136047
0.000840991,0.009525254,0.001165305
0.001792185,0.009388383,0.000800745
0.000718018,0.009548937,0.001220578
0.000896206,0.009580353,0.001298664
0.001563136,0.009487619,0.001333642
0.001369453,0.009569154,0.001343129
0.001662695,0.009244355,0.000666592
0.001620099,0.009481772,0.001961659
0.001383987,0.00948751,0.001350576
0.001303711,0.009401784,0.000689252
0.00168909,0.009307688,0.000780902
0.001178901,0.009360209,0.000593665
0.001381945,0.00935245,0.000635992
0.001649853,0.009425343,0.000802723
0.001281303,0.009468726,0.001027793
0.000939423,0.009222988,0.000443805
0.000957684,0.009658319,0.001631729
0.002879314,0.009191874,0.000493607
0.000938299,0.009697439,0.002917473
0.001538526,0.009208567,0.000386321
0.001378552,0.00932548,0.000562569
0.001178455,0.009493905,0.001430499
0.000506064,0.009555016,0.001932421
0.001785911,0.009322982,0.00055441
0.003918979,0.009142709,0.000315388
0.000589133,0.009772922,0.005605435
0.000770124,0.009507198,0.00125517
0.000792294,0.009565033,0.001382985
0.00067277,0.009552569,0.00184122
0.001098603,0.009435142,0.001080644
0.000856556,0.009621193,0.001851074
0.00082529,0.009426362,0.000807137
0.000976229,0.009485898,0.001226646
0.001463644,0.009388591,0.00072619
0.000933167,0.009331638,0.000550316
0.000571628,0.009816609,0.005860313
0.001073351,0.009549754,0.00140876
0.001199195,0.009332196,0.000808977
0.002035222,0.009225005,0.000477043
0.001234204,0.009640627,0.00244329
0.001258642,0.00946676,0.001185488
0.000895652,0.009643181,0.001887436
0.001332663,0.009469444,0.000889239
0.000986841,0.009480229,0.001043696
0.000794265,0.009536837,0.001769466
0.000984396,0.009628957,0.001693134
0.001854947,0.009593231,0.002313511
0.001044903,0.009718286,0.003586632
0.001276031,0.009344835,0.000569305
0.001231521,0.009228713,0.000903173
0.001374164,0.009547176,0.001384248
0.001288387,0.009332357,0.000913307
0.00077262,0.009623821,0.00179698
0.001049825,0.009775704,0.005263949
0.001462491,0.009253229,0.000434208
0.000598687,0.009471788,0.000938913
0.001279668,0.009492348,0.001048159
