wdr,dissim,leven
0.000752497,0.009460033,0.001636107
0.001686279,0.009311522,0.000659651
0.001164063,0.009420188,0.00081011
0.001215482,0.009425351,0.000703802
0.000831683,0.009620715,0.001490245
0.001499853,0.009460836,0.000951457
0.000687296,0.009755222,0.004475036
0.001029472,0.009425478,0.000785333
0.001143636,0.009560526,0.001564229
0.000395804,0.009700353,0.002474056
0.001015103,0.009456906,0.001175312
0.001575529,0.009483927,0.001145902
0.001876484,0.009295416,0.000460041
0.001068876,0.009482281,0.000917545
0.001451025,0.009094898,0.000361339
0.001411427,0.009676395,0.002203379
0.001747385,0.009385698,0.000793438
0.001108724,0.009570814,0.002214126
0.001017586,0.009493936,0.001129312
0.000725915,0.009586929,0.001751273
0.001793853,0.009351065,0.00057258
0.000745564,0.009360014,0.000521664
0.000751343,0.009479712,0.000990659
0.001220591,0.00949153,0.001331349
0.002943907,0.009299567,0.000527912
0.002789603,0.009331221,0.0004937
0.001276187,0.009339812,0.00072382
0.001171481,0.009532538,0.003418216
0.000948684,0.00952992,0.00121541
0.001663538,0.00945541,0.000812542
0.001433912,0.009508917,0.001177345
0.000786225,0.009596588,0.002036294
0.001164438,0.009451895,0.001137334
0.000585365,0.009679019,0.002247442
0.000990098,0.009564221,0.001974594
0.001361008,0.009217741,0.000390018
0.001207539,0.009468799,0.00136442
0.001315454,0.009288759,0.000494761
0.000745333,0.009593501,0.00238759
0.000924932,0.009591799,0.001738347
0.000572022,0.009574505,0.001574851
0.000976864,0.009363847,0.000798653
0.001103643,0.009457997,0.001094214
0.000941581,0.009498448,0.001288441
0.001859657,0.009321588,0.000519674
0.001094318,0.009470924,0.001111837
0.001555744,0.009549032,0.001409933
0.001207287,0.009506712,0.001398921
0.001242131,0.009597599,0.002184267
0.000733193,0.009426244,0.000960309
0.001329837,0.009286473,0.000505434
0.003375839,0.009310117,0.000905446
0.001566181,0.009390251,0.001397432
0.000815881,0.00962373,0.00218136
0.00105837,0.009410226,0.000789329
0.000867036,0.009455833,0.001262475
0.000834307,0.009561527,0.00164697
0.001953081,0.009437752,0.000778967
0.001734527,0.009321738,0.000713942
0.001076321,0.009693865,0.002784269
0.00092795,0.009533405,0.001601625
0.001564557,0.009514687,0.001151349
0.000916816,0.009676602,0.002548064
0.003524986,0.00911863,0.000311478
0.001574411,0.009380202,0.000978576
0.000931023,0.009512462,0.001261262
0.001097588,0.009343879,0.000916295
0.001368067,0.009219151,0.003727238
0.001784781,0.009282203,0.000563689
0.001570319,0.009317249,0.000720292
0.00127117,0.009566192,0.001459053
0.001821505,0.009258218,0.000511296
0.000743995,0.009636152,0.001825673
0.001001441,0.009352206,0.000969392
0.001695014,0.009354757,0.000709579
0.000774267,0.009604645,0.001846793
0.001804437,0.009574446,0.001442051
0.000575821,0.009365441,0.000713609
0.00093542,0.009452792,0.001058292
0.00071857,0.009486889,0.001832475
0.00118485,0.009562044,0.00199583
0.001443315,0.009382394,0.001083892
0.001783946,0.009450602,0.000996175
0.000848087,0.009492421,0.001952066
0.001388408,0.009585009,0.001838935
0.001160436,0.00961629,0.001981089
0.001133483,0.009647455,0.003254124
0.000862718,0.0096219,0.001953271
0.000996547,0.009562631,0.00134
0.001142186,0.009646233,0.001996289
0.002111139,0.009200084,0.000379974
0.000861855,0.009531,0.001554773
0.000607839,0.009658081,0.001646162
0.001108304,0.009410796,0.000731283
0.000970242,0.009616924,0.001885289
0.001402598,0.009470573,0.001348645
0.000752708,0.009663065,0.002320746
0.001875327,0.009509713,0.001224212
0.001422374,0.009242196,0.000686915
0.00108209,0.009471206,0.00092518
0.00091214,0.009552309,0.001657364
0.000956573,0.009461683,0.000958335
0.000438799,0.00934093,0.001027371
0.000905973,0.009450647,0.00101323
0.000434234,0.009782687,0.004674192
0.00055545,0.009701588,0.002424031
0.001047493,0.009431787,0.000926467
0.001184221,0.009379842,0.000800963
0.000765144,0.009622615,0.001729954
0.000852538,0.009590348,0.001533857
0.000768494,0.00956783,0.001306525
0.002166715,0.009288995,0.000542157
0.001194819,0.009511882,0.001213663
0.000886971,0.009557331,0.001607493
0.001020779,0.009230956,0.000607474
0.000679861,0.00969591,0.003393217
0.001003564,0.009672909,0.002244994
0.001018332,0.009504072,0.000914605
0.001017325,0.009531487,0.001015952
0.001205874,0.009342508,0.000612766
0.000765822,0.009647285,0.002756853
0.001062037,0.009555768,0.001565966
0.001454212,0.009476329,0.001218079
0.002170946,0.00920481,0.000455394
0.001116028,0.009440575,0.000820285
0.000942331,0.009489048,0.001213652
0.00389227,0.009273399,0.000625726
0.000863982,0.00951551,0.001120099
0.000808041,0.009515265,0.001490994
0.000598517,0.009503168,0.00128883
0.000920907,0.009712943,0.003222822
0.00099462,0.009522551,0.001299138
0.000909296,0.009591418,0.002387801
0.000606283,0.009646118,0.002056347
0.001186956,0.009077295,0.002420573
0.000783793,0.009424632,0.001034104
0.001190521,0.009314388,0.000535266
0.0012402,0.009301207,0.000761423
0.002597178,0.009123808,0.000389527
0.001354636,0.009429562,0.000851836
0.000649261,0.009598558,0.001361466
0.000670884,0.009717001,0.002911085
0.001042438,0.009582926,0.001836648
0.001064269,0.009289464,0.000537976
0.000587018,0.009491845,0.001462665
0.000698853,0.009612992,0.002355193
0.001370932,0.009354503,0.000766071
0.00053175,0.00952354,0.002215612
0.000918159,0.009668082,0.002155165
0.000883538,0.009552937,0.001583806
0.001134431,0.009377345,0.000987053
0.001191707,0.009297944,0.000493238
0.002047535,0.009464832,0.001660191
0.000624305,0.009267941,0.000653497
0.001181118,0.009294329,0.000535064
0.001105479,0.009480474,0.001166057
0.000573603,0.009550095,0.00136773
0.000750637,0.009737372,0.003132093
0.001074239,0.009329779,0.000731175
0.000541962,0.009697639,0.002416261
0.001135917,0.009474543,0.001917599
0.000576216,0.009540958,0.001245699
0.0004872,0.009655081,0.002313364
0.000900197,0.009543402,0.001396898
0.000758807,0.009663286,0.003018636
0.001050506,0.009522563,0.001637549
0.00129521,0.009225018,0.0003668
0.000978274,0.009629116,0.001820354
0.001250803,0.009354861,0.000577725
0.001165291,0.009529636,0.001259713
0.000791267,0.009719858,0.002663941
0.001295892,0.009526953,0.001191045
